,sacc_transformed,qseqid,staxids,sseqid,pident,evalue,bitscore,qgi,sgi,sacc,sscinames,scomnames,stitle,organism_name_taxdb,genus,family,superfamily,order,class,phylum,query_info
712,WP_186513825,WP_010874241,1050646,WP_186513825.1_GCF_014280115.1_ASM1428011v1,36.576,6.04e-46,160.0,0,0,WP_186513825.1_GCF_014280115.1_ASM1428011v1,Synechococcus sp. A15-44,Synechococcus sp. A15-44,circadian clock protein KaiA [Synechococcus sp. A15-44],Synechococcus sp. A15-44,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Synechococcus sp. A15-44]
713,WP_186570540,WP_010874243,1400866,WP_186570540.1_GCF_014279755.1_ASM1427975v1,76.954,0.0,824.0,0,0,WP_186570540.1_GCF_014279755.1_ASM1427975v1,Synechococcus sp. PROS-U-1,Synechococcus sp. PROS-U-1,circadian clock protein KaiC [Synechococcus sp. PROS-U-1],Synechococcus sp. PROS-U-1,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiC [Synechococcus sp. PROS-U-1]
714,WP_186570541,WP_010874242,1400866,WP_186570541.1_GCF_014279755.1_ASM1427975v1,85.859,5.780000000000001e-56,172.0,0,0,WP_186570541.1_GCF_014279755.1_ASM1427975v1,Synechococcus sp. PROS-U-1,Synechococcus sp. PROS-U-1,circadian clock protein KaiB [Synechococcus sp. PROS-U-1],Synechococcus sp. PROS-U-1,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiB [Synechococcus sp. PROS-U-1]
715,WP_186570542,WP_010874241,1400866,WP_186570542.1_GCF_014279755.1_ASM1427975v1,37.548,4.9299999999999995e-46,160.0,0,0,WP_186570542.1_GCF_014279755.1_ASM1427975v1,Synechococcus sp. PROS-U-1,Synechococcus sp. PROS-U-1,circadian clock protein KaiA [Synechococcus sp. PROS-U-1],Synechococcus sp. PROS-U-1,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Synechococcus sp. PROS-U-1]
716,WP_186509994,WP_010874243,221345,WP_186509994.1_GCF_014279635.1_ASM1427963v1,76.954,0.0,823.0,0,0,WP_186509994.1_GCF_014279635.1_ASM1427963v1,Synechococcus sp. RS9902,Synechococcus sp. RS9902,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus],Synechococcus sp. RS9902,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus]
717,WP_186509993,WP_010874242,221345,WP_186509993.1_GCF_014279635.1_ASM1427963v1,88.542,2.5399999999999997e-55,171.0,0,0,WP_186509993.1_GCF_014279635.1_ASM1427963v1,Synechococcus sp. RS9902,Synechococcus sp. RS9902,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus],Synechococcus sp. RS9902,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
718,WP_186509992,WP_010874241,221345,WP_186509992.1_GCF_014279635.1_ASM1427963v1,43.367,2.4e-44,156.0,0,0,WP_186509992.1_GCF_014279635.1_ASM1427963v1,Synechococcus sp. RS9902,Synechococcus sp. RS9902,circadian clock protein KaiA [Synechococcus sp. RS9902],Synechococcus sp. RS9902,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Synechococcus sp. RS9902]
719,WP_186509994,WP_010874243,221350,WP_186509994.1_GCF_014279615.1_ASM1427961v1,76.954,0.0,823.0,0,0,WP_186509994.1_GCF_014279615.1_ASM1427961v1,Synechococcus sp. RS9907,Synechococcus sp. RS9907,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus],Synechococcus sp. RS9907,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus]
720,WP_186509993,WP_010874242,221350,WP_186509993.1_GCF_014279615.1_ASM1427961v1,88.542,2.5399999999999997e-55,171.0,0,0,WP_186509993.1_GCF_014279615.1_ASM1427961v1,Synechococcus sp. RS9907,Synechococcus sp. RS9907,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus],Synechococcus sp. RS9907,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
721,WP_188021021,WP_010874241,221350,WP_188021021.1_GCF_014279615.1_ASM1427961v1,42.347,6.75e-45,157.0,0,0,WP_188021021.1_GCF_014279615.1_ASM1427961v1,Synechococcus sp. RS9907,Synechococcus sp. RS9907,circadian clock protein KaiA [Synechococcus sp. RS9907],Synechococcus sp. RS9907,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Synechococcus sp. RS9907]
722,WP_011365071,WP_010874243,1442558,WP_011365071.1_GCF_014279535.1_ASM1427953v1,76.754,0.0,823.0,0,0,WP_011365071.1_GCF_014279535.1_ASM1427953v1,Synechococcus sp. TAK9802,Synechococcus sp. TAK9802,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus],Synechococcus sp. TAK9802,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus]
723,WP_114989467,WP_010874242,1442558,WP_114989467.1_GCF_014279535.1_ASM1427953v1,88.542,2.5399999999999997e-55,171.0,0,0,WP_114989467.1_GCF_014279535.1_ASM1427953v1,Synechococcus sp. TAK9802,Synechococcus sp. TAK9802,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus],Synechococcus sp. TAK9802,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
724,WP_011365071,WP_010874243,110662,WP_011365071.1_GCF_000012625.1_ASM1262v1,76.754,0.0,823.0,0,0,WP_011365071.1_GCF_000012625.1_ASM1262v1,Synechococcus sp. CC9605,Synechococcus sp. CC9605,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus],Synechococcus sp. CC9605,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus]
725,WP_006850278,WP_010874242,110662,WP_006850278.1_GCF_000012625.1_ASM1262v1,85.859,4.7500000000000005e-56,172.0,0,0,WP_006850278.1_GCF_000012625.1_ASM1262v1,Synechococcus sp. CC9605,Synechococcus sp. CC9605,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus],Synechococcus sp. CC9605,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
726,WP_011365072,WP_010874241,110662,WP_011365072.1_GCF_000012625.1_ASM1262v1,42.714,5.75e-45,157.0,0,0,WP_011365072.1_GCF_000012625.1_ASM1262v1,Synechococcus sp. CC9605,Synechococcus sp. CC9605,circadian clock protein KaiA [Synechococcus sp. CC9605],Synechococcus sp. CC9605,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Synechococcus sp. CC9605]
727,WP_038553316,WP_010874243,585425,WP_038553316.1_GCF_000737595.1_ASM73759v1,76.754,0.0,823.0,0,0,WP_038553316.1_GCF_000737595.1_ASM73759v1,Synechococcus sp. KORDI-52,Synechococcus sp. KORDI-52,circadian clock protein KaiC [Synechococcus sp. KORDI-52],Synechococcus sp. KORDI-52,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiC [Synechococcus sp. KORDI-52]
728,WP_038553313,WP_010874242,585425,WP_038553313.1_GCF_000737595.1_ASM73759v1,85.859,8.58e-56,172.0,0,0,WP_038553313.1_GCF_000737595.1_ASM73759v1,Synechococcus sp. KORDI-52,Synechococcus sp. KORDI-52,circadian clock protein KaiB [Synechococcus sp. KORDI-52],Synechococcus sp. KORDI-52,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiB [Synechococcus sp. KORDI-52]
729,WP_038553310,WP_010874241,585425,WP_038553310.1_GCF_000737595.1_ASM73759v1,35.094,2.29e-46,161.0,0,0,WP_038553310.1_GCF_000737595.1_ASM73759v1,Synechococcus sp. KORDI-52,Synechococcus sp. KORDI-52,circadian clock protein KaiA [Synechococcus sp. KORDI-52],Synechococcus sp. KORDI-52,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Synechococcus sp. KORDI-52]
730,WP_115069971,WP_010874243,1442557,WP_115069971.1_GCF_014279655.1_ASM1427965v1,76.97,0.0,822.0,0,0,WP_115069971.1_GCF_014279655.1_ASM1427965v1,Synechococcus sp. ROS8604,Synechococcus sp. ROS8604,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus],Synechococcus sp. ROS8604,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus]
731,WP_186544198,WP_010874242,1442557,WP_186544198.1_GCF_014279655.1_ASM1427965v1,87.629,2.09e-55,171.0,0,0,WP_186544198.1_GCF_014279655.1_ASM1427965v1,Synechococcus sp. ROS8604,Synechococcus sp. ROS8604,circadian clock protein KaiB [Synechococcus sp. ROS8604],Synechococcus sp. ROS8604,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiB [Synechococcus sp. ROS8604]
732,WP_186544199,WP_010874241,1442557,WP_186544199.1_GCF_014279655.1_ASM1427965v1,38.039,3.38e-49,169.0,0,0,WP_186544199.1_GCF_014279655.1_ASM1427965v1,Synechococcus sp. ROS8604,Synechococcus sp. ROS8604,circadian clock protein KaiA [Synechococcus sp. ROS8604],Synechococcus sp. ROS8604,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Synechococcus sp. ROS8604]
733,WP_115161640,WP_010874243,1050657,WP_115161640.1_GCF_014280075.1_ASM1428007v1,76.754,0.0,822.0,0,0,WP_115161640.1_GCF_014280075.1_ASM1428007v1,Synechococcus sp. A15-62,Synechococcus sp. A15-62,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus],Synechococcus sp. A15-62,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus]
734,WP_006850278,WP_010874242,1050657,WP_006850278.1_GCF_014280075.1_ASM1428007v1,85.859,4.7500000000000005e-56,172.0,0,0,WP_006850278.1_GCF_014280075.1_ASM1428007v1,Synechococcus sp. A15-62,Synechococcus sp. A15-62,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus],Synechococcus sp. A15-62,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
735,WP_186493795,WP_010874241,1050657,WP_186493795.1_GCF_014280075.1_ASM1428007v1,39.044,5.3199999999999995e-46,160.0,0,0,WP_186493795.1_GCF_014280075.1_ASM1428007v1,Synechococcus sp. A15-62,Synechococcus sp. A15-62,circadian clock protein KaiA [Synechococcus sp. A15-62],Synechococcus sp. A15-62,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Synechococcus sp. A15-62]
736,WP_025362485,WP_010874243,166314,WP_025362485.1_GCF_000161795.2_ASM16179v2,76.754,0.0,822.0,0,0,WP_025362485.1_GCF_000161795.2_ASM16179v2,Synechococcus sp. WH 8109,Synechococcus sp. WH 8109,circadian clock protein KaiC [Synechococcus sp. WH 8109],Synechococcus sp. WH 8109,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiC [Synechococcus sp. WH 8109]
737,WP_006850278,WP_010874242,166314,WP_006850278.1_GCF_000161795.2_ASM16179v2,85.859,4.7500000000000005e-56,172.0,0,0,WP_006850278.1_GCF_000161795.2_ASM16179v2,Synechococcus sp. WH 8109,Synechococcus sp. WH 8109,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus],Synechococcus sp. WH 8109,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
738,WP_186589082,WP_010874243,1386941,WP_186589082.1_GCF_014279835.1_ASM1427983v1,76.152,0.0,821.0,0,0,WP_186589082.1_GCF_014279835.1_ASM1427983v1,Synechococcus sp. MVIR-18-1,Synechococcus sp. MVIR-18-1,circadian clock protein KaiC [Synechococcus sp. MVIR-18-1],Synechococcus sp. MVIR-18-1,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiC [Synechococcus sp. MVIR-18-1]
739,WP_048347100,WP_010874242,1386941,WP_048347100.1_GCF_014279835.1_ASM1427983v1,87.629,1.5399999999999999e-55,171.0,0,0,WP_048347100.1_GCF_014279835.1_ASM1427983v1,Synechococcus sp. MVIR-18-1,Synechococcus sp. MVIR-18-1,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus],Synechococcus sp. MVIR-18-1,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
740,WP_186589081,WP_010874241,1386941,WP_186589081.1_GCF_014279835.1_ASM1427983v1,39.3,2.82e-50,171.0,0,0,WP_186589081.1_GCF_014279835.1_ASM1427983v1,Synechococcus sp. MVIR-18-1,Synechococcus sp. MVIR-18-1,circadian clock protein KaiA [Synechococcus sp. MVIR-18-1],Synechococcus sp. MVIR-18-1,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Synechococcus sp. MVIR-18-1]
741,WP_186541034,WP_010874243,1442553,WP_186541034.1_GCF_014279895.1_ASM1427989v1,76.553,0.0,821.0,0,0,WP_186541034.1_GCF_014279895.1_ASM1427989v1,Synechococcus sp. M16.1,Synechococcus sp. M16.1,circadian clock protein KaiC [Synechococcus sp. M16.1],Synechococcus sp. M16.1,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiC [Synechococcus sp. M16.1]
742,WP_006850278,WP_010874242,1442553,WP_006850278.1_GCF_014279895.1_ASM1427989v1,85.859,4.7500000000000005e-56,172.0,0,0,WP_006850278.1_GCF_014279895.1_ASM1427989v1,Synechococcus sp. M16.1,Synechococcus sp. M16.1,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus],Synechococcus sp. M16.1,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
743,WP_115161641,WP_010874241,1442553,WP_115161641.1_GCF_014279895.1_ASM1427989v1,43.367,2.36e-46,161.0,0,0,WP_115161641.1_GCF_014279895.1_ASM1427989v1,Synechococcus sp. M16.1,Synechococcus sp. M16.1,MULTISPECIES: circadian clock protein KaiA [unclassified Synechococcus],Synechococcus sp. M16.1,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiA [unclassified Synechococcus]
744,WP_186525613,WP_010874243,1050714,WP_186525613.1_GCF_014279555.1_ASM1427955v1,76.152,0.0,821.0,0,0,WP_186525613.1_GCF_014279555.1_ASM1427955v1,Synechococcus sp. SYN20,Synechococcus sp. SYN20,circadian clock protein KaiC [Synechococcus sp. SYN20],Synechococcus sp. SYN20,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiC [Synechococcus sp. SYN20]
745,WP_048347100,WP_010874242,1050714,WP_048347100.1_GCF_014279555.1_ASM1427955v1,87.629,1.5399999999999999e-55,171.0,0,0,WP_048347100.1_GCF_014279555.1_ASM1427955v1,Synechococcus sp. SYN20,Synechococcus sp. SYN20,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus],Synechococcus sp. SYN20,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
746,WP_186523745,WP_010874241,1050714,WP_186523745.1_GCF_014279555.1_ASM1427955v1,38.911,3.35e-49,169.0,0,0,WP_186523745.1_GCF_014279555.1_ASM1427955v1,Synechococcus sp. SYN20,Synechococcus sp. SYN20,circadian clock protein KaiA [Synechococcus sp. SYN20],Synechococcus sp. SYN20,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Synechococcus sp. SYN20]
747,WP_048347099,WP_010874243,32052,WP_048347099.1_GCF_001040845.1_ASM104084v1,75.952,0.0,820.0,0,0,WP_048347099.1_GCF_001040845.1_ASM104084v1,Synechococcus sp. WH 8020,Synechococcus sp. WH 8020,circadian clock protein KaiC [Synechococcus sp. WH 8020],Synechococcus sp. WH 8020,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiC [Synechococcus sp. WH 8020]
748,WP_048347100,WP_010874242,32052,WP_048347100.1_GCF_001040845.1_ASM104084v1,87.629,1.5399999999999999e-55,171.0,0,0,WP_048347100.1_GCF_001040845.1_ASM104084v1,Synechococcus sp. WH 8020,Synechococcus sp. WH 8020,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus],Synechococcus sp. WH 8020,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
749,WP_048348289,WP_010874241,32052,WP_048348289.1_GCF_001040845.1_ASM104084v1,37.647,2.91e-50,171.0,0,0,WP_048348289.1_GCF_001040845.1_ASM104084v1,Synechococcus sp. WH 8020,Synechococcus sp. WH 8020,circadian clock protein KaiA [Synechococcus sp. WH 8020],Synechococcus sp. WH 8020,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Synechococcus sp. WH 8020]
750,WP_011620130,WP_010874243,64471,WP_011620130.1_GCF_000014585.1_ASM1458v1,75.952,0.0,820.0,0,0,WP_011620130.1_GCF_000014585.1_ASM1458v1,Synechococcus sp. CC9311,Synechococcus sp. CC9311,circadian clock protein KaiC [Synechococcus sp. CC9311],Synechococcus sp. CC9311,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiC [Synechococcus sp. CC9311]
751,WP_011620131,WP_010874242,64471,WP_011620131.1_GCF_000014585.1_ASM1458v1,84.158,1.8299999999999997e-55,171.0,0,0,WP_011620131.1_GCF_000014585.1_ASM1458v1,Synechococcus sp. CC9311,Synechococcus sp. CC9311,circadian clock protein KaiB [Synechococcus sp. CC9311],Synechococcus sp. CC9311,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiB [Synechococcus sp. CC9311]
752,WP_041427084,WP_010874241,64471,WP_041427084.1_GCF_000014585.1_ASM1458v1,38.039,7.55e-50,170.0,0,0,WP_041427084.1_GCF_000014585.1_ASM1458v1,Synechococcus sp. CC9311,Synechococcus sp. CC9311,circadian clock protein KaiA [Synechococcus sp. CC9311],Synechococcus sp. CC9311,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Synechococcus sp. CC9311]
753,WP_038546340,WP_010874243,1280380,WP_038546340.1_GCF_000737535.1_ASM73753v1,77.374,0.0,819.0,0,0,WP_038546340.1_GCF_000737535.1_ASM73753v1,Synechococcus sp. KORDI-100,Synechococcus sp. KORDI-100,circadian clock protein KaiC [Synechococcus sp. KORDI-100],Synechococcus sp. KORDI-100,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiC [Synechococcus sp. KORDI-100]
754,WP_038546343,WP_010874242,1280380,WP_038546343.1_GCF_000737535.1_ASM73753v1,87.629,8.98e-56,172.0,0,0,WP_038546343.1_GCF_000737535.1_ASM73753v1,Synechococcus sp. KORDI-100,Synechococcus sp. KORDI-100,circadian clock protein KaiB [Synechococcus sp. KORDI-100],Synechococcus sp. KORDI-100,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiB [Synechococcus sp. KORDI-100]
755,WP_038546347,WP_010874241,1280380,WP_038546347.1_GCF_000737535.1_ASM73753v1,38.247,1.5199999999999999e-46,161.0,0,0,WP_038546347.1_GCF_000737535.1_ASM73753v1,Synechococcus sp. KORDI-100,Synechococcus sp. KORDI-100,circadian clock protein KaiA [Synechococcus sp. KORDI-100],Synechococcus sp. KORDI-100,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Synechococcus sp. KORDI-100]
756,WP_197162754,WP_010874243,2789857,WP_197162754.1_GCF_015841355.1_ASM1584135v1,76.459,0.0,818.0,0,0,WP_197162754.1_GCF_015841355.1_ASM1584135v1,Synechococcus sp. CBW1107,Synechococcus sp. CBW1107,circadian clock protein KaiC [Synechococcus sp. CBW1107],Synechococcus sp. CBW1107,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiC [Synechococcus sp. CBW1107]
757,WP_197162752,WP_010874242,2789857,WP_197162752.1_GCF_015841355.1_ASM1584135v1,82.857,8.3e-57,174.0,0,0,WP_197162752.1_GCF_015841355.1_ASM1584135v1,Synechococcus sp. CBW1107,Synechococcus sp. CBW1107,circadian clock protein KaiB [Synechococcus sp. CBW1107],Synechococcus sp. CBW1107,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiB [Synechococcus sp. CBW1107]
758,WP_197162750,WP_010874241,2789857,WP_197162750.1_GCF_015841355.1_ASM1584135v1,39.921,1.68e-49,169.0,0,0,WP_197162750.1_GCF_015841355.1_ASM1584135v1,Synechococcus sp. CBW1107,Synechococcus sp. CBW1107,circadian clock protein KaiA [Synechococcus sp. CBW1107],Synechococcus sp. CBW1107,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Synechococcus sp. CBW1107]
759,WP_186516143,WP_010874243,1968775,WP_186516143.1_GCF_014279775.1_ASM1427977v1,75.952,0.0,818.0,0,0,WP_186516143.1_GCF_014279775.1_ASM1427977v1,Synechococcus sp. PROS-9-1,Synechococcus sp. PROS-9-1,circadian clock protein KaiC [Synechococcus sp. PROS-9-1],Synechococcus sp. PROS-9-1,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiC [Synechococcus sp. PROS-9-1]
760,WP_186516144,WP_010874242,1968775,WP_186516144.1_GCF_014279775.1_ASM1427977v1,87.629,1.5399999999999999e-55,171.0,0,0,WP_186516144.1_GCF_014279775.1_ASM1427977v1,Synechococcus sp. PROS-9-1,Synechococcus sp. PROS-9-1,circadian clock protein KaiB [Synechococcus sp. PROS-9-1],Synechococcus sp. PROS-9-1,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiB [Synechococcus sp. PROS-9-1]
761,WP_186516145,WP_010874241,1968775,WP_186516145.1_GCF_014279775.1_ASM1427977v1,38.521,6.29e-50,171.0,0,0,WP_186516145.1_GCF_014279775.1_ASM1427977v1,Synechococcus sp. PROS-9-1,Synechococcus sp. PROS-9-1,circadian clock protein KaiA [Synechococcus sp. PROS-9-1],Synechococcus sp. PROS-9-1,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Synechococcus sp. PROS-9-1]
762,WP_012954135,WP_010874243,1453429,WP_012954135.1_GCF_000025125.1_ASM2512v1,78.968,0.0,817.0,0,0,WP_012954135.1_GCF_000025125.1_ASM2512v1,Candidatus Atelocyanobacterium thalassa isolate ALOHA,Candidatus Atelocyanobacterium thalassa isolate ALOHA,circadian clock protein KaiC [Candidatus Atelocyanobacterium thalassa],Candidatus Atelocyanobacterium thalassa isolate ALOHA,Candidatus Atelocyanobacterium,Aphanothecaceae,unknown,Chroococcales,unknown,Cyanobacteria,circadian clock protein KaiC [Candidatus Atelocyanobacterium thalassa]
763,WP_015110635,WP_010874243,292564,WP_015110635.1_GCF_000316515.1_ASM31651v1,76.506,0.0,817.0,0,0,WP_015110635.1_GCF_000316515.1_ASM31651v1,Cyanobium gracile PCC 6307,Cyanobium gracile PCC 6307,circadian clock protein KaiC [Cyanobium gracile],Cyanobium gracile PCC 6307,Cyanobium,Prochlorococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiC [Cyanobium gracile]
764,WP_015110636,WP_010874242,292564,WP_015110636.1_GCF_000316515.1_ASM31651v1,86.458,2.05e-55,171.0,0,0,WP_015110636.1_GCF_000316515.1_ASM31651v1,Cyanobium gracile PCC 6307,Cyanobium gracile PCC 6307,circadian clock protein KaiB [Cyanobium gracile],Cyanobium gracile PCC 6307,Cyanobium,Prochlorococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiB [Cyanobium gracile]
765,WP_015110637,WP_010874241,292564,WP_015110637.1_GCF_000316515.1_ASM31651v1,34.965,2.2199999999999997e-48,166.0,0,0,WP_015110637.1_GCF_000316515.1_ASM31651v1,Cyanobium gracile PCC 6307,Cyanobium gracile PCC 6307,circadian clock protein KaiA [Cyanobium gracile],Cyanobium gracile PCC 6307,Cyanobium,Prochlorococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Cyanobium gracile]
766,WP_015163971,WP_010874243,82654,WP_015163971.1_GCF_000317065.1_ASM31706v1,75.097,0.0,815.0,0,0,WP_015163971.1_GCF_000317065.1_ASM31706v1,Pseudanabaena sp. PCC 7367,Pseudanabaena sp. PCC 7367,circadian clock protein KaiC [Pseudanabaena sp. PCC 7367],Pseudanabaena sp. PCC 7367,Pseudanabaena,Pseudanabaenaceae,unknown,Pseudanabaenales,unknown,Cyanobacteria,circadian clock protein KaiC [Pseudanabaena sp. PCC 7367]
767,WP_015163972,WP_010874242,82654,WP_015163972.1_GCF_000317065.1_ASM31706v1,86.869,9.74e-57,174.0,0,0,WP_015163972.1_GCF_000317065.1_ASM31706v1,Pseudanabaena sp. PCC 7367,Pseudanabaena sp. PCC 7367,circadian clock protein KaiB [Pseudanabaena sp. PCC 7367],Pseudanabaena sp. PCC 7367,Pseudanabaena,Pseudanabaenaceae,unknown,Pseudanabaenales,unknown,Cyanobacteria,circadian clock protein KaiB [Pseudanabaena sp. PCC 7367]
768,WP_015163973,WP_010874241,82654,WP_015163973.1_GCF_000317065.1_ASM31706v1,40.625,1.9700000000000002e-58,192.0,0,0,WP_015163973.1_GCF_000317065.1_ASM31706v1,Pseudanabaena sp. PCC 7367,Pseudanabaena sp. PCC 7367,circadian clock protein KaiA [Pseudanabaena sp. PCC 7367],Pseudanabaena sp. PCC 7367,Pseudanabaena,Pseudanabaenaceae,unknown,Pseudanabaenales,unknown,Cyanobacteria,circadian clock protein KaiA [Pseudanabaena sp. PCC 7367]
